,Biaryl_q(N)_C,Biaryl_q(N+1)_C,Biaryl_xTB Chrg_C,Biaryl_q(N)_H,Biaryl_q(N+1)_H,Biaryl_xTB Chrg_H,Olefin_q(N+1)_C1,Olefin_Nucleophilicity_C1,Olefin_s-_C1,Olefin_xTB Chrg_C1,Olefin_q(N)_C2,Olefin_q(N+1)_C2,Olefin_f-_C2,TDG_q(N)_Pd,TDG_q(N+1)_Pd,TDG_q(N-1)_Pd,TDG_f-_Pd,TDG_s-_Pd,TDG_s+_Pd,TDG_xTB Chrg_Pd,TDG_q(N+1)_O1,TDG_f-_O1,TDG_q(N+1)_O2,TDG_f+_O2,TDG_f0_O2,TDG_Nucleophilicity_O2,TDG_s-_O2,TDG_xTB Chrg_O2,Biaryl_Bond Order_C-H,Biaryl_HBDE_C-H,Olefin_Bond Length C=C,TDG_Bond Length_Pd-O1,TDG Bond Order_Pd-O2,TDG_BV,TDG_B5,TDG_L,TDG_Pd-O,TDG_O-Pd-N,Olefin_MO_Contrib_1,Olefin_E_HOMO,Add_0,Add_1,Add_2,Add_3,Add_4,Add_5,Add_6,Add_7,Add_8,Add_9,Add_10,Add_11,Add_12,Add_13,Sol_0,Sol_1,Sol_2,Sol_3,Sol_4,Sol_5,Current,Temperature
0,0.42519685039370086,0.8673913043478262,0.4058199949443645,0.5624999999999996,0.8653061224489796,0.14232186601452565,0.5371650821089023,0.4485361158950461,0.1128378378378378,0.7750942335860558,0.5932203389830508,0.3562326869806094,0.2962085308056872,0.24575807334428054,0.5326278659611996,0.2673093777388256,0.4750889679715303,0.7873443983402487,0.6192704970949,0.6212946328704472,0.25855513307984757,0.5337837837837839,0.20430107526881708,0.39349112426035504,0.6221498371335505,0.1987991321459206,1.0,0.4966795035927847,0.5,0.6792374446085683,0.758625124924172,0.48597055455621335,0.16666666666666702,0.9193252429208891,0.9627698722859387,0.35383336622257044,0.4727327554893908,0.12033180126423898,0.7383983405030115,0.8070355397333011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.375,0.3333333333333333
1,0.42519685039370086,0.8673913043478262,0.4058199949443645,0.5624999999999996,0.8653061224489796,0.14232186601452565,0.5371650821089023,0.4485361158950461,0.1128378378378378,0.7750942335860558,0.5932203389830508,0.3562326869806094,0.2962085308056872,0.24575807334428054,0.5326278659611996,0.2673093777388256,0.4750889679715303,0.7873443983402487,0.6192704970949,0.6212946328704472,0.25855513307984757,0.5337837837837839,0.20430107526881708,0.39349112426035504,0.6221498371335505,0.1987991321459206,1.0,0.4966795035927847,0.5,0.6792374446085683,0.758625124924172,0.48597055455621335,0.16666666666666702,0.9193252429208891,0.9627698722859387,0.35383336622257044,0.4727327554893908,0.12033180126423898,0.7383983405030115,0.8070355397333011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
2,0.42519685039370086,0.8673913043478262,0.4058199949443645,0.5624999999999996,0.8653061224489796,0.14232186601452565,0.5371650821089023,0.4485361158950461,0.1128378378378378,0.7750942335860558,0.5932203389830508,0.3562326869806094,0.2962085308056872,0.24575807334428054,0.5326278659611996,0.2673093777388256,0.4750889679715303,0.7873443983402487,0.6192704970949,0.6212946328704472,0.25855513307984757,0.5337837837837839,0.20430107526881708,0.39349112426035504,0.6221498371335505,0.1987991321459206,1.0,0.4966795035927847,0.5,0.6792374446085683,0.758625124924172,0.48597055455621335,0.16666666666666702,0.9193252429208891,0.9627698722859387,0.35383336622257044,0.4727327554893908,0.12033180126423898,0.7383983405030115,0.8070355397333011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.375,0.3333333333333333
3,0.42519685039370086,0.8673913043478262,0.4058199949443645,0.5624999999999996,0.8653061224489796,0.14232186601452565,0.5371650821089023,0.4485361158950461,0.1128378378378378,0.7750942335860558,0.5932203389830508,0.3562326869806094,0.2962085308056872,0.24575807334428054,0.5326278659611996,0.2673093777388256,0.4750889679715303,0.7873443983402487,0.6192704970949,0.6212946328704472,0.25855513307984757,0.5337837837837839,0.20430107526881708,0.39349112426035504,0.6221498371335505,0.1987991321459206,1.0,0.4966795035927847,0.5,0.6792374446085683,0.758625124924172,0.48597055455621335,0.16666666666666702,0.9193252429208891,0.9627698722859387,0.35383336622257044,0.4727327554893908,0.12033180126423898,0.7383983405030115,0.8070355397333011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333
4,0.42519685039370086,0.8673913043478262,0.4058199949443645,0.5624999999999996,0.8653061224489796,0.14232186601452565,0.5371650821089023,0.4485361158950461,0.1128378378378378,0.7750942335860558,0.5932203389830508,0.3562326869806094,0.2962085308056872,0.24575807334428054,0.5326278659611996,0.2673093777388256,0.4750889679715303,0.7873443983402487,0.6192704970949,0.6212946328704472,0.25855513307984757,0.5337837837837839,0.20430107526881708,0.39349112426035504,0.6221498371335505,0.1987991321459206,1.0,0.4966795035927847,0.5,0.6792374446085683,0.758625124924172,0.48597055455621335,0.16666666666666702,0.9193252429208891,0.9627698722859387,0.35383336622257044,0.4727327554893908,0.12033180126423898,0.7383983405030115,0.8070355397333011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333
5,0.42519685039370086,0.8673913043478262,0.4058199949443645,0.5624999999999996,0.8653061224489796,0.14232186601452565,0.5371650821089023,0.4485361158950461,0.1128378378378378,0.7750942335860558,0.5932203389830508,0.3562326869806094,0.2962085308056872,0.24575807334428054,0.5326278659611996,0.2673093777388256,0.4750889679715303,0.7873443983402487,0.6192704970949,0.6212946328704472,0.25855513307984757,0.5337837837837839,0.20430107526881708,0.39349112426035504,0.6221498371335505,0.1987991321459206,1.0,0.4966795035927847,0.5,0.6792374446085683,0.758625124924172,0.48597055455621335,0.16666666666666702,0.9193252429208891,0.9627698722859387,0.35383336622257044,0.4727327554893908,0.12033180126423898,0.7383983405030115,0.8070355397333011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.375,1.0
6,0.42519685039370086,0.8673913043478262,0.4058199949443645,0.5624999999999996,0.8653061224489796,0.14232186601452565,0.5371650821089023,0.4485361158950461,0.1128378378378378,0.7750942335860558,0.5932203389830508,0.3562326869806094,0.2962085308056872,0.0,0.11228689006466794,0.0,0.1886120996441281,0.4999999999999997,0.7653324725629439,1.0,0.2408111533586814,0.6013513513513515,0.1860215053763439,0.36390532544378695,0.5928338762214985,0.21007618951511178,0.972972972972973,1.0,0.5,0.6792374446085683,0.758625124924172,0.25004796902971776,0.6851851851851866,0.7290754410108844,0.0,0.9968804088126113,0.32798068348838944,0.4131224588133001,0.7383983405030115,0.8070355397333011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.375,0.3333333333333333
7,0.42519685039370086,0.8673913043478262,0.4058199949443645,0.5624999999999996,0.8653061224489796,0.14232186601452565,0.5371650821089023,0.4485361158950461,0.1128378378378378,0.7750942335860558,0.5932203389830508,0.3562326869806094,0.2962085308056872,0.24575807334428054,0.5326278659611996,0.2673093777388256,0.4750889679715303,0.7873443983402487,0.6192704970949,0.6212946328704472,0.25855513307984757,0.5337837837837839,0.20430107526881708,0.39349112426035504,0.6221498371335505,0.1987991321459206,1.0,0.4966795035927847,0.5,0.6792374446085683,0.758625124924172,0.48597055455621335,0.16666666666666702,0.9193252429208891,0.9627698722859387,0.35383336622257044,0.4727327554893908,0.12033180126423898,0.7383983405030115,0.8070355397333011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.375,0.3333333333333333
8,0.42519685039370086,0.8673913043478262,0.4058199949443645,0.5624999999999996,0.8653061224489796,0.14232186601452565,0.5371650821089023,0.4485361158950461,0.1128378378378378,0.7750942335860558,0.5932203389830508,0.3562326869806094,0.2962085308056872,0.24575807334428054,0.5326278659611996,0.2673093777388256,0.4750889679715303,0.7873443983402487,0.6192704970949,0.6212946328704472,0.25855513307984757,0.5337837837837839,0.20430107526881708,0.39349112426035504,0.6221498371335505,0.1987991321459206,1.0,0.4966795035927847,0.5,0.6792374446085683,0.758625124924172,0.48597055455621335,0.16666666666666702,0.9193252429208891,0.9627698722859387,0.35383336622257044,0.4727327554893908,0.12033180126423898,0.7383983405030115,0.8070355397333011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.375,0.3333333333333333
9,0.42519685039370086,0.8673913043478262,0.4058199949443645,0.5624999999999996,0.8653061224489796,0.14232186601452565,0.5371650821089023,0.4485361158950461,0.1128378378378378,0.7750942335860558,0.5932203389830508,0.3562326869806094,0.2962085308056872,0.24575807334428054,0.5326278659611996,0.2673093777388256,0.4750889679715303,0.7873443983402487,0.6192704970949,0.6212946328704472,0.25855513307984757,0.5337837837837839,0.20430107526881708,0.39349112426035504,0.6221498371335505,0.1987991321459206,1.0,0.4966795035927847,0.5,0.6792374446085683,0.758625124924172,0.48597055455621335,0.16666666666666702,0.9193252429208891,0.9627698722859387,0.35383336622257044,0.4727327554893908,0.12033180126423898,0.7383983405030115,0.8070355397333011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.375,0.3333333333333333
